city,time,pm2_5,pm10,ozone
mumbai,2025-12-13 10:00:00,61.0,61.9,393
mumbai,2025-12-13 11:00:00,53.4,54.7,342
mumbai,2025-12-13 12:00:00,50.2,51.6,290
mumbai,2025-12-13 13:00:00,42.4,43.8,243
mumbai,2025-12-13 14:00:00,36.0,37.7,194
mumbai,2025-12-13 15:00:00,32.7,34.3,154
mumbai,2025-12-13 16:00:00,32.0,33.5,130
mumbai,2025-12-13 17:00:00,34.6,35.9,115
mumbai,2025-12-13 18:00:00,38.2,39.2,102
mumbai,2025-12-13 19:00:00,41.0,41.9,89
mumbai,2025-12-13 20:00:00,42.3,43.1,78
mumbai,2025-12-13 21:00:00,42.7,43.4,69
mumbai,2025-12-13 22:00:00,43.1,43.8,62
mumbai,2025-12-13 23:00:00,43.1,43.8,57
mumbai,2025-12-14 00:00:00,42.6,43.4,52
mumbai,2025-12-14 01:00:00,42.4,43.2,43
mumbai,2025-12-14 02:00:00,45.2,45.9,34
mumbai,2025-12-14 03:00:00,48.1,48.8,42
mumbai,2025-12-14 04:00:00,48.8,49.6,74
mumbai,2025-12-14 05:00:00,48.9,49.9,121
mumbai,2025-12-14 06:00:00,50.4,51.5,175
mumbai,2025-12-14 07:00:00,58.1,59.3,242
mumbai,2025-12-14 08:00:00,70.5,71.7,316
mumbai,2025-12-14 09:00:00,74.5,75.7,362
mumbai,2025-12-14 10:00:00,69.8,71.0,362
mumbai,2025-12-14 11:00:00,63.3,64.5,336
mumbai,2025-12-14 12:00:00,60.8,61.9,305
mumbai,2025-12-14 13:00:00,56.5,58.0,275
mumbai,2025-12-14 14:00:00,51.1,52.9,242
mumbai,2025-12-14 15:00:00,46.3,48.2,212
mumbai,2025-12-14 16:00:00,42.0,43.9,189
mumbai,2025-12-14 17:00:00,38.8,40.4,171
mumbai,2025-12-14 18:00:00,36.1,37.4,154
mumbai,2025-12-14 19:00:00,33.9,35.0,139
mumbai,2025-12-14 20:00:00,33.1,34.2,126
mumbai,2025-12-14 21:00:00,33.9,34.9,114
mumbai,2025-12-14 22:00:00,34.9,36.0,101
mumbai,2025-12-14 23:00:00,36.6,37.5,88
mumbai,2025-12-15 00:00:00,38.0,38.8,78
mumbai,2025-12-15 01:00:00,39.7,40.5,65
mumbai,2025-12-15 02:00:00,44.0,44.9,54
mumbai,2025-12-15 03:00:00,49.1,50.1,61
mumbai,2025-12-15 04:00:00,52.6,53.6,97
mumbai,2025-12-15 05:00:00,53.4,54.6,151
mumbai,2025-12-15 06:00:00,54.4,55.6,205
mumbai,2025-12-15 07:00:00,57.6,58.9,263
mumbai,2025-12-15 08:00:00,69.2,70.5,322
mumbai,2025-12-15 09:00:00,74.7,75.9,353
mumbai,2025-12-15 10:00:00,69.8,71.2,333
mumbai,2025-12-15 11:00:00,58.1,59.6,285
mumbai,2025-12-15 12:00:00,51.0,52.6,248
